country,program,FY1946,FY1947,FY1948,FY1949,FY1950,FY1951,FY1952,FY1953,FY1954,FY1955,FY1956,FY1957,FY1958,FY1959,FY1960,FY1961,FY1962,FY1963,FY1964,FY1965,FY1966,FY1967,FY1968,FY1969,FY1970,FY1971,FY1972,FY1973,FY1974,FY1975,FY1976,FY1976tq,FY1977,FY1978,FY1979,FY1980,FY1981,FY1982,FY1983,FY1984,FY1985,FY1986,FY1987,FY1988,FY1989,FY1990,FY1991,FY1992,FY1993,FY1994,FY1995,FY1996,FY1997,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010
Kyrgyzstan,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,029,780","17,416,777","6,943,070","9,763,869","4,315,676","7,410,843","24,528,156","19,563,629",,,,"2,689,333",,,,,,
Kyrgyzstan,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,394","20,938","114,651","139,785","108,483","81,955","133,281","809,944","782,510","1,053,816","3,830,346","3,788,271","4,775,112","5,653,066","4,645,635","6,338,951","8,061,478"
Kyrgyzstan,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,511,318","31,674,697","21,289,624","5,334,935","20,042,310","38,867,273","36,122,380","30,936,089","46,910,258","58,099,355","33,891,052","34,863,212","27,377,459","28,347,382","27,048,959","27,858,595","73,741,874"
Kyrgyzstan,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000"
Kyrgyzstan,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,044,929",,"2,456,805","1,431,224","1,549,528","1,167,928","1,682,389","1,534,672","1,381,856","1,278,841","1,732,333","1,917,695","1,434,390","1,489,016","1,563,790","1,463,166","2,085,746","2,243,700"
Kyrgyzstan,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,492,055","42,388,095","25,675,518","27,734,191","20,920,863","19,138,964","18,849,252",,,,,,,,,,,,
Kyrgyzstan,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,091",,,,,"125,000"
Laos,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"319,118",,,"1,203,049","2,706,832","754,983","1,968",,"963,769","79,609",,
Laos,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,436",
Laos,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,637,844","2,231,909",,"2,251,094","-12,493","1,142,202","2,316,331",,"357,184","673,869",,"1,548,259"
Laos,Economic Support Fund/Security Support Assistance,,,,,,,,,,"275,147,703","312,762,463","271,852,841","184,120,243","143,320,598","243,683,092","181,424,881","170,691,675","219,203,051","187,060,961","216,730,723","251,643,068","244,380,515","272,414,358","201,196,524","203,027,098","183,164,135","199,812,870","182,144,416","124,640,530","82,042,396",,,,,,,,,,,,,,,,"1,311,782",,,,,,,,,,,,"477,928",,"268,897","166,905",,"313,319","827,531","50,380","24,999"
Laos,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,943","2,007,958","1,570,753"
Laos,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"972,768","979,200","725,297"
Laos,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"532,858","2,280,857","62,589",,,,,,,"114,884",,,"589,804"
Laos,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,043,177","3,076,590",,,,,,,,,,,,,,,"320,017","887,382","2,007,410","2,608,570","2,835,627","2,776,890","2,991,129","2,667,706","3,274,573","4,526,851","4,722,944","5,007,087","5,136,103","5,052,806","2,946,145","2,092,025","2,184,416",,"1,126,392","1,057,239","1,863,640","1,285,999"
Laos,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,309,829","2,198,756","2,297,648","1,860,133","1,214,321","1,597,649","1,414,150","1,622,400","2,625,972","2,961,033","583,422","2,892,697","1,812,584","5,116,602"
Laos,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,191",,,"31,270","64,783","150,735","290,674","95,410","260,726","326,724","269,730","574,401"
Laos,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"427,171",,,,,,,,
Laos,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,044","59,671","56,713","48,596",,,,,,,"12,229",,"14,613","18,384","24,479",,"28,012","39,948","21,764","202,795"
Laos,Other USAID Assistance,,,,,,,,,,,"6,556,865","9,483,239","10,433,480","10,885,109","8,958,937","9,424,669",,,"47,191,671","65,912,952","61,269,617","55,131,396","49,669,535","53,358,689","38,096,618","33,181,909","6,758,998","11,333,430","21,151,120","1,025,530",,,,,,,,,,,,,,,,"15,433",,,,,,,,,,,"152,249","30,076",-450,"172,351",,,,"51,051","302,282","350,940"
Laos,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,735"
Laos,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"466,909","50,722",,,,,,,,,,,,,,,,,,
Laos,Title II,,,,,,,,,,,"5,245,492","6,322",,,,"1,767,125","582,565","2,876,680","9,665,764","1,681,339","2,193,671","6,891,424","7,680,856","979,059","8,827,265","2,654,553","13,940,433","12,142,961","16,241,039","4,443,963",,,,"3,496,819","4,960,198",,,,,"2,745,937",,,,"2,910,573","2,427,331",,,"1,949,326",,,,,,,,,,"842,255","833,523","25,853",,,,,"115,869","2,714,800"
Latin America & Caribbean (not specified),Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,992,669","18,353,479","17,009,374","13,974,058","10,861,852","13,860,940","11,196,491","11,961,738","10,747,302","585,456",,
Latin America & Caribbean (not specified),Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,975","605,549","12,791,873","14,627,561","9,985,365","6,791,453","18,462,271","7,683,194","10,865,555",,"224,623",,"260,577"
Latin America & Caribbean (not specified),Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,196,204","27,870,700","28,389,601","50,076,652","33,524,504","30,645,553","28,237,133","40,624,521","28,223,585","24,538,248","30,508,209","24,894,149"
Latin America & Caribbean (not specified),Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,"5,471",,,,,,,,,"341,843",,,,,,,,,"28,955,664","3,720,782","2,684,896","8,749,436","4,002,358","3,169,882","26,343,821","1,767,048","39,556,388","107,873,062","11,911,051","2,254,835",,"16,819,884","26,994,272","21,818,129","23,045,412","9,643,650","1,485,801","12,073,800","2,882,368","8,671,462","11,936,624","8,762,249","11,781,707","3,988,077","7,879,097","9,376,026"
Latin America & Caribbean (not specified),Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,100",,,,,
Latin America & Caribbean (not specified),Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,224,810","9,336,649","7,827,922"
Latin America & Caribbean (not specified),Inactive Programs,,,,,,,,,,,,,,,,,"12,816,440","18,410,755","22,174,400","27,929,217","27,352,507","26,505,479","25,602,853","24,476,463","23,229,645","22,121,272","21,121,868","20,238,268","18,884,929","17,092,166","15,945,830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (not specified),Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,336,970","12,639,853","12,093,159","17,732,739","6,912,722","20,149,347","4,961,855","1,566,103","3,626,173","63,250,539","12,984,028","14,944,149","20,303,898","27,693,061","29,499,481"
Latin America & Caribbean (not specified),Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,626","73,921","71,756",,,
Latin America & Caribbean (not specified),Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,018,024","54,353,088","34,761,909","13,603,445","320,458","30,576","64,318","208,025","897,304","604,181","1,713,033","3,264,987","4,600,361","11,303,116","17,345,837","1,525,932","1,273,669","1,020,104","1,855,739","1,130,380","1,471,690","1,217,666","1,827,308","2,965,155","3,454,020","1,564,997","23,538,130","15,186,496","6,097,288","16,842,686","7,659,977",,"62,086","282,037","178,386","6,794,364","599,617","2,314,027"
Latin America & Caribbean (not specified),"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"654,915","1,810,740","2,861,849","2,382,122","1,650,890","2,039,168","1,780,650",,"1,422,031","1,028,925","13,055","1,021,013","2,053,918","743,362"
Latin America & Caribbean (not specified),Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,"1,769,702","4,646,811","4,048","7,553,971","8,204,240","7,335,082","1,855,015","8,005,506","7,710,791","7,808,195","9,871,755","9,704,655","10,754,422","10,826,062","2,971,045","11,759,482","11,484,515","10,754,728","11,770,285","12,915,896","14,329,292","14,987,175","16,447,033","19,044,070","18,775,945","20,699,973","12,282,117","4,665,612","10,565,670","3,656,512","8,526,882","1,107,064","14,433,836","12,118,196","22,916,109","29,347,474","22,858,611","17,388,640","16,197,822","30,276,473","18,222,692"
Latin America & Caribbean (not specified),Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,082,911","85,476,091",,,,,,
Latin America & Caribbean (not specified),Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,008,221","2,000,013","1,406,265","2,958,163","8,398,027","12,173,291","24,965,533","5,803,338","5,124,386"
Latin America & Caribbean (not specified),Other USAID Assistance,,,,,,,"12,572,881","15,778,113","20,341,865","16,818,319","17,047,849","30,346,364","27,618,036","34,469,511","27,474,074","36,520,593","78,646,335","98,382,472","251,878,436","93,842,169","66,187,597","79,516,436","110,092,269","124,829,960","157,961,587","146,885,249","194,743,622","146,929,829","113,309,572","97,425,346","77,815,649","62,143,012","88,523,445","84,751,994","36,169,825","36,040,417","32,729,002","43,787,011","42,260,608","38,999,382","50,937,334","44,860,232","46,094,876","119,995,071","133,050,374","133,312,572","103,464,892","86,471,195","71,778,224","47,773,623","43,989,991","33,376,998","80,140,597","57,449,621",,,"10,083,997","16,318,406","6,291,349","6,127,327","8,393,032","7,181,111","6,456,330","15,235,040","19,359,402","15,380,633"
Latin America & Caribbean (not specified),Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,840","152,864",,"376,566","2,819,870","367,565","798,091","1,134,417"
Latin America & Caribbean (not specified),Peace Corps,,,,,,,,,,,,,,,,,,,,,,"4,240,877","5,120,571","1,958,117","9,291,858","7,521,233","6,758,998","9,309,603","3,777","2,734,747","1,913,500","1,236,677","2,382,662","1,784,545","1,538,485",,,,,,,,,,,,,,,,,,,"2,705,764",,,,,,,,,,,,
Latin America & Caribbean (not specified),Title II,,,,,,,,,,,"655,687","632,216","613,734","604,728","597,262","589,042","582,565","35,670,838","568,574","558,584","547,050","1,060,219","512,057","4,895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,001,689","1,114,538","1,001,430","699,338","918,944",,,
Latin America & Caribbean (not specified),"Voluntary Contributions to Multilateral Organizations, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,513,912","52,087,062","42,839,188","21,654,882","60,710,416","38,264,689","20,862,012","11,440,175","9,296,277","34,433,154","45,005,157","241,670,000"
Latvia,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,305",,,,,,,,
Latvia,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322,871","231,442","152,778",,,,
Latvia,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"462,159",,,,,,,,,,,
Latvia,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,008",,,,,,,,"143,626",,,,,,
Latvia,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124,818",,,,"4,150"
Latvia,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,338",,,"368,506","1,084,181","57,450","66,762","4,724,015","11,055,271","6,229,045","3,301,886","3,275,475"
Latvia,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,298","66,914","94,198",,"69,422","67,980","166,981","78,590",,"25,529",,,,,"1,147,860","834,525","918,822","896,092","953,626","846,390",
Latvia,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,671",,"8,600,856","5,211,363","430,934","3,528,357","1,473,048","519,485","562,526","540,160","-6,853","3,396",,,,,,
Latvia,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,210,095","1,246,765","776,530","436,707",,,,,,,,
Latvia,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,492,055",,,,,,,,,,,,,,,,,,
Lebanon,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,454"
Lebanon,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"215,181",,,,
Lebanon,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"638,236",,"1,100,593","1,567,937",,"538,885","4,194,027","3,765,664","6,639,203","3,675,765","3,577,004","4,000,000"
Lebanon,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,593,305","926,178","1,181,963","8,607,233","12,083,620","18,442,115","51,677,948","33,831,486","28,102,808","21,554,059","4,069,151","480,026","5,762,582","5,055,700","7,825,710","5,389,109","2,306,208","7,105,291","826,989","14,448,727","18,345,387","16,324,155","18,988,127","30,581,824","12,132,749","70,295,187","38,104,920","20,978,574","66,556,521","143,486,277","111,337,628","99,575,724","90,906,208"
Lebanon,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,999,861",,"3,133,991",,"72,236","3,910,002",,,,
Lebanon,Inactive Programs,"15,061,929",,,,,"726,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,285,023",,"2,767,846","1,155,206","44,474",,"956,726","575,668","1,166,836",,"22,606,897","17,858,484","33,437,439","28,045,616","24,461,424"
Lebanon,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"623,922","21,093,502","4,790,468","7,062,099"
Lebanon,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376,375","676,530","1,604,772","1,222,882","1,443,659","1,738,225","70,434","55,635","2,005,904","5,480,213","10,347,919","5,228,815","7,588,954"
Lebanon,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,130,368","1,560,844","68,422","38,428","790,978","771,943",,"2,225",,"7,154","792,160","4,012,336","8,015,241"
Lebanon,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"266,549",,,,,,,"20,800,898","22,092,836",,,,,,,,,
Lebanon,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,049","194,382","310,385","106,708","148,404","170,300","361,837","606,124","531,710","370,191","851,652","306,784","913,800","992,051","857,573","6,095,895","828,267","2,381,858"
Lebanon,Other USAID Assistance,,,,,,,"11,874,388","20,580,148","59,669,470","51,800,423","50,487,861","76,498,125","89,605,185","116,712,554","7,764,412","4,712,335","2,912,827","575,336",,,,,,,,,,,,,,,"56,631,979","2,540,614",,,,"6,055,908","82,194,732","530,212","1,994,751",,"403,152","4,378,327","3,993,815","7,038,869","8,808,813","5,434,521","9,215,787",,"11,086,212","541,544",,"316,880","1,390,027","915,516","2,724,024","1,043,658","1,245,983","1,070,515","1,111,267","44,372,773","33,499,133","7,014,374","9,778,886","12,026,914"
Lebanon,Title I,,,,,,,,,,,,,,,,,,,,,,,,,"32,521,503",,"29,993,052",,,,,,"20,176,960","21,125,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,910,728",,,,
Lebanon,Title II,,,,,,,"1,396,987",,"10,848,995","672,733",,"1,264,432","65,055,819","7,861,467","19,112,399","17,671,255","1,165,131","575,336","568,574","2,798,508","547,050","9,541,972","1,536,171","7,832,468","6,504,301","1,327,276","42,243,736","4,857,184","21,528,819","9,913,456","318,917",,"11,310,966","12,255,544","7,759,314",,,"4,305,797",,"476,260","864,933","2,014,765","16,687,069","11,344,753","19,732,264","16,522,283","14,703,164","24,405,780","9,329,496",,,,,,,,,,,,,"316,854","463,921",,,
Lesotho,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"950,401","1,468,256",,
Lesotho,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,403","26,789","1,232",,,
Lesotho,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,305","138,351","96,634","90,414","88,036","64,554",,"91,891","83,707","90,000"
Lesotho,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,229,786",,,,,,,,,,,,,,,,,,,,,,,,,"176,769",,,,,,,
Lesotho,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,142,549","648,115","921,812","5,045,530","2,132,452","1,061,868","173,056"
Lesotho,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,151,250","15,671,786","37,851,304"
Lesotho,Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"903,902","1,005,016","15,367,351","349,937,129","8,641,725","14,120,672"
Lesotho,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,343",,,,,,"51,628",,,
Lesotho,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"281,615","120,375","370,256","236,221","8,507","248,532","568,315","193,409","221,361","516,061",,,,,,,"333,810","12,713","432,215","504,389","3,614,797","1,494,010"
Lesotho,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"710,111",,,,,,,,,,,,,,,,,,
Lesotho,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,832","17,367",,,,,,,,"65,602"
Lesotho,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,"530,110","5,121","489,529","4,646","4,424","422,437","404,765","377,699","341,843","318,917","309,169","554,866","27,797","17,404,429","23,204,298","22,630,566","20,572,363","23,691,173","18,629,958","19,475,403","17,641,526","21,631,259","42,430,206","16,213,674","10,708,773","16,242,178","7,434,424","11,101,479","3,040,695","5,544,466",,,,,,290,"24,061",,"399,328","366,960",,"983,238","24,488","2,036,856",
Lesotho,Peace Corps,,,,,,,,,,,,,,,,,,,,,,"1,590,329","1,536,171","2,447,646","1,858,372","884,851","1,267,312","1,214,296","1,510,794","1,367,373","1,594,583","618,338","3,373,706","3,480,141","3,722,721","3,122,746","2,851,146","2,585,895","2,723,877","2,805,470","2,529,928","2,588,903","2,918,136","3,557,183","3,099,367","2,521,708","2,773,200","2,969,422","3,609,753","3,691,876","3,053,671","2,674,375","2,619,659","2,303,521","2,244,036","2,477,256","2,280,674","2,379,631","2,765,841","2,622,038","2,194,778","1,920,169","1,926,713","1,890,937","2,246,963","2,014,000"
Lesotho,Title II,,,,,,,,,,,,,,,,"5,890","5,826","575,336","568,574","558,584","3,282,301","3,710,767","4,096,457","4,405,763","22,300,459","8,848,509","4,224,374","6,881,011","11,708,656","12,306,359","18,178,246","1,545,846","12,934,025","10,240,287","14,113,924","18,284,968","28,294,126","10,347,607","13,995,559","19,980,602","14,383,112","13,768,738","11,679,404","6,662,237","6,225,936","2,418,309","1,443,848","5,599,730","7,405,240","4,694,611","4,383,228",,"2,220,423","1,398,926","1,238,815",,,,,"1,537,948",,,"15,252,993",,"115,788",
Liberia,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,581,849","3,680,209","1,626,433","1,180,523","3,824,949","2,725,785","2,999,001","6,143,604","11,034,939",,,
Liberia,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,518,014","7,409,238","4,867,497","6,739,572","1,656,474","3,071,044","2,889,889","22,392,640","42,034,887","30,638,558","33,311,475","2,434,806"
Liberia,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,863,584","12,292,416","68,857,861","70,487,783","61,730,929","65,113,693","77,483,563","50,562,863","25,733,117",,"17,600,949",,,"1,883,967",,,,,"2,255,526","1,788,753","638,236",,,"1,383,506","1,991,005","4,481,134","2,669,346","33,135,242","87,426,707","41,579,656","79,190,054","174,402,810"
Liberia,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"724,605",,,"5,643,660"
Liberia,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"457,876","634,101","1,156,061","91,891","139,654",
Liberia,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,359,167","26,709,097","34,672,199"
Liberia,Inactive Programs,"64,013,198",,"5,454,412","1,507,724","765,795","5,814,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,333,853",,"18,883,436","9,456,144","10,121,629","51,984,708","1,040,684","14,370,789","28,258,630","12,391,349","27,984,939","21,728,239","9,998,178","3,133,657","757,110"
Liberia,Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,794","15,142,683"
Liberia,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,788",,,,,,,,,,,,,"2,594,852","9,131,563","9,199,030"
Liberia,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235,692",,,"217,509","2,335,367","2,815,890",,
Liberia,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,013","310,198",,,,,,,,,,"147,496",,"4,211",,"1,267,876","980,818","554,191","2,758,686","1,372,792","2,156,406","2,114,284"
Liberia,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,424,461",,,,,,"6,133,217","1,868,273","2,063,340",,,,,"1,935,471",,"5,433,627",,
Liberia,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,427","195,788","101,870","192,994","258,325","229,689","294,581","187,282","296,269","252,858","254,359","205,721","711,116","1,127,780","362,218","423,043","1,913,187","841,203","1,092,887","542,930"
Liberia,Other USAID Assistance,,,,,,,"7,683,427","11,662,084","7,458,684","12,781,923","11,802,357","10,747,670","14,729,619","37,493,152","31,057,649","37,109,635","61,751,937","229,559,100","79,031,834","89,932,078","43,764,012","39,228,109","28,675,196","51,890,101","22,765,052","24,333,400","51,959,795","65,167,224","10,197,862","41,021,198","9,248,581","1,855,015","56,056,342","14,668,294","25,403,005","25,601,319","11,486,352","24,249,811","24,692,372","24,112,531","29,661,789","28,594,171","20,934,749","16,662,242","16,064,866","23,149",,,,"5,152,520",,"3,001,169","16,340,121","13,991,850","319,118",,"872,037","1,130,092","7,252,727","91,921,405","69,207,730","14,530,833","13,071,504","5,190,035","7,738,831","8,341,048"
